    474 6 4
	1.163781	-1.758143	-0.31495	0.283874	-0.6779	0.470183	0.833156
	0.955552	-1.48956	-0.499057	-0.099143	-0.674453	1.414381	0.39228
	1.454598	-0.735149	-0.073602	-0.618896	-0.789697	1.391507	-0.62876
	1.698578	-1.268638	-0.375511	0.996817	-0.319158	-0.344837	-0.387251
	1.302831	-1.338633	-0.555163	-0.101402	-0.674167	1.317301	0.049233
	1.431937	-1.819908	0.056708	0.628218	-0.461532	0.001474	0.163103
	0.472715	-1.713187	-0.916225	-0.131575	0.433669	0.731209	1.123394
	1.235163	-1.796627	-0.062241	0.41659	-0.767331	0.539733	0.434713
	1.927985	-1.138106	-0.583176	0.056551	-0.731212	0.225849	0.242109
	1.93726	-1.094734	-0.423042	-0.165499	-0.823443	0.316565	0.252894
	1.579942	-1.77506	-0.136119	0.28206	-0.372171	0.093242	0.328105
	0.273979	-1.959266	-0.674947	0.189875	0.616735	0.837517	0.716106
	1.857839	-1.286335	-0.338097	0.062704	-0.199524	0.556297	-0.652884
	1.298308	-1.614989	0.082606	-0.517775	-0.498323	0.177034	1.073139
	1.574891	-1.377246	-0.807925	0.426834	-0.654867	0.356929	0.481385
	0.906054	-2.074963	-0.284458	0.347086	-0.019379	0.424481	0.701179
	1.421891	-1.723291	-0.522326	0.283152	-0.414976	0.362122	0.593428
	1.567397	-1.645187	-0.385901	0.239011	-0.459244	0.646757	0.037166
	1.096441	-1.728575	-0.529348	0.075671	-0.434116	1.060268	0.459658
	1.46387	-1.311697	-0.836072	-0.48548	-0.238914	0.427468	0.980826
	1.232222	-1.990873	-0.166368	0.197632	-0.168563	0.344202	0.551748
	1.28004	-1.650058	-0.731675	0.305035	-0.424647	0.405359	0.815947
	1.384835	-1.773863	-0.063955	0.675577	-0.495727	-0.173353	0.446486
	1.348972	-1.629097	-0.550872	0.768029	-0.589126	0.517498	0.134596
	1.7211	-1.348208	-0.443976	0.706813	-0.71272	0.117607	-0.040616
	1.24436	-1.773751	-0.642486	0.481224	-0.220465	0.141442	0.769675
	1.266747	-1.734512	-0.605302	0.258056	-0.426123	0.588589	0.652546
	1.363987	-1.550742	-0.592388	0.351769	-0.504137	1.000574	-0.069064
	1.058571	-1.779534	-0.4801	1.039334	-0.453431	0.24773	0.367431
	1.130338	-1.629696	-0.744775	0.446222	-0.555839	0.885855	0.467896
	1.873025	-1.476941	-0.302802	0.042197	-0.307143	-0.14642	0.318083
	1.062079	-2.022232	-0.2909	0.416617	-0.163246	0.503301	0.494381
	1.206584	-1.995975	0.586913	0.372343	-0.046677	0.121935	-0.245124
	1.264464	-1.946646	0.116791	0.6703	-0.343567	0.152811	0.085847
	1.084111	-1.840589	-0.485625	0.386436	-0.382992	0.356701	0.881959
	1.662757	-1.56178	-0.807516	0.134149	0.184872	0.285251	0.102267
	1.250374	-1.666695	-0.673345	0.446237	-0.512727	0.384513	0.771644
	1.543073	-1.278071	-0.839259	0.543934	-0.793814	0.500093	0.324044
	1.45717	-1.479587	-0.234881	0.27735	-0.974528	0.203222	0.751254
	0.814172	-1.791707	-0.543501	0.451153	-0.448684	0.389395	1.129172
	2.05335	0.327185	-1.027963	-0.674606	-0.242438	-0.142648	-0.29288
	1.705491	0.200031	0.156962	-1.099665	-1.304636	0.339571	0.002247
	1.951228	-0.726503	0.640615	-0.366259	-0.822534	-0.666109	-0.010438
	1.956552	-0.650556	0.642078	-0.479959	-0.711255	-0.774506	0.017647
	1.969299	0.734462	-0.243047	-0.562518	-0.606599	-0.59653	-0.695067
	1.933518	0.075266	0.605892	-0.34521	-0.941422	-0.637197	-0.690848
	1.884626	0.520567	-0.212838	0.266928	-0.672899	-0.814867	-0.971516
	1.883469	0.05538	0.575222	-0.213866	-1.167318	-0.381365	-0.751523
	2.169617	0.138218	-0.086002	-0.508394	-0.62564	-0.43272	-0.655078
	1.781606	0.627318	0.034375	-1.182095	-0.928253	-0.408077	0.075126
	1.85402	0.771552	-0.71413	-1.045221	-0.362667	-0.020975	-0.482578
	1.919191	-1.033622	0.118061	0.596602	-0.410659	-0.628536	-0.561037
	1.798103	0.264038	0.61563	-0.056168	-0.974946	-0.757401	-0.889257
	1.88383	-0.229729	0.722776	-0.759516	-1.070075	-0.227183	-0.320103
	1.845564	-0.09403	0.545032	0.183341	-0.535894	-0.775025	-1.168988
	2.088752	-0.749143	0.187103	0.144158	-0.782196	-0.362454	-0.52622
	1.979234	0.702682	-0.536223	-0.367585	-0.368889	-0.568242	-0.840976
	1.966606	0.573328	0.058621	-0.567316	-0.935189	-0.588209	-0.507841
	2.038944	-0.150313	0.535319	-0.772867	-0.684621	-0.467501	-0.498962
	2.194396	-0.371301	-0.415507	-0.287377	-0.858667	-0.23082	-0.030724
	2.033996	0.253023	0.029037	-0.420963	-0.587917	-0.194903	-1.112274
	1.873794	0.013653	0.490803	-0.093702	-1.25111	-0.781077	-0.252361
	2.074549	-0.086069	0.264872	-0.598741	-0.789167	-0.795289	-0.070156
	2.03062	0.051723	0.416924	-0.887897	-0.424787	-0.710091	-0.476494
	1.486194	0.351191	0.387313	-1.111716	-0.675776	-1.148582	0.711376
	1.93643	-0.581725	0.596765	-0.567301	-0.89767	0.150275	-0.636773
	2.183889	-0.057249	-0.020653	-0.46446	-0.819325	-0.441909	-0.380294
	1.890641	0.082802	0.599763	-0.742635	-0.953758	-0.765012	-0.111801
	1.903036	0.831485	-0.383573	-0.747687	-0.366231	-0.820598	-0.416432
	1.829515	0.781502	-0.514545	-1.212049	-0.471412	-0.226406	-0.186605
	1.760689	0.065836	0.872832	-0.414267	-0.765744	-1.092551	-0.426796
	2.104517	-0.529486	0.41791	-0.671324	-0.660434	-0.403305	-0.257878
	2.046467	-0.736228	0.429526	-0.855139	-0.524385	-0.264731	-0.09551
	1.629695	-0.674996	0.795268	0.404075	-0.153262	-0.816411	-1.184369
	2.181082	-0.167488	-0.473258	-0.755108	-0.612311	0.037624	-0.21054
	1.930861	-0.222874	0.253224	-0.547919	-1.101998	-0.701043	0.389749
	1.832001	0.56052	0.130036	-1.091234	-1.012482	-0.276715	-0.142126
	2.002456	0.133565	0.400758	-0.976831	-0.668027	-0.363792	-0.528129
	1.998756	0.195266	0.2363	-0.178381	-0.569906	-0.576655	-1.10538
	2.234235	-0.302194	-0.345721	-0.295734	-0.747121	-0.316606	-0.22686
	2.010539	0.515005	-0.097573	-0.316682	-0.846726	-0.814201	-0.450361
	2.046862	0.028482	-0.064348	-0.806413	-1.018039	-0.318325	0.131781
	2.053494	0.171615	0.021534	-0.34952	-0.635304	-0.166485	-1.095333
	1.868556	0.338213	0.18631	-1.166344	-0.80326	-0.575157	0.151681
	2.145429	-0.279457	0.0763	-0.667664	-0.87633	-0.29958	-0.098698
	2.045963	0.18499	0.147219	-0.285303	-0.820972	-0.324592	-0.947306
	1.944956	0.634094	-0.023999	-0.3998	-0.531347	-0.647953	-0.975952
	1.966363	0.193145	0.526459	-0.626118	-0.706426	-0.599214	-0.754209
	1.884401	0.558512	0.255923	-0.343971	-0.723678	-0.592896	-1.038291
	1.964742	0.180631	0.383558	-0.14916	-0.885495	-0.883638	-0.610638
	2.058424	-0.191194	-0.215285	0.305926	-0.199018	-0.87757	-0.881283
	1.990259	-0.074262	0.615836	-0.450975	-0.624188	-0.737563	-0.719105
	2.132486	-0.750415	-0.292023	0.18624	-0.592375	-0.645798	-0.038116
	2.080257	-0.140672	-0.41726	0.36838	-0.417821	-0.531914	-0.94097
	2.13661	-0.718587	0.11166	0.06512	-0.385838	-0.70973	-0.499235
	1.955136	0.492778	0.157836	-0.50772	-1.038717	-0.452465	-0.606847
	1.857085	-0.64222	0.464389	-0.477165	-1.175599	0.382395	-0.408885
	2.238441	-0.265576	-0.139301	-0.588891	-0.570229	-0.331875	-0.342569
	2.114379	-0.062418	0.193322	-0.330955	-0.775128	-0.315739	-0.82346
	1.987435	-0.219088	0.410956	-0.605055	-1.139656	-0.409488	-0.025103
	1.894731	-0.497065	0.010273	0.637793	-0.191322	-0.929947	-0.924463
	2.149005	-0.290144	0.029618	-0.905651	-0.587864	-0.360164	-0.034801
	1.87016	-0.235696	-0.162027	-0.341001	-0.985445	0.740226	-0.886217
	2.045328	-0.198998	-0.305417	0.463768	-0.709857	-0.898898	-0.395925
	1.904577	0.412998	0.400941	-0.672729	-1.040938	-0.514449	-0.4904
	0.886166	1.686858	0.270499	-0.300791	-1.030286	-0.769248	-0.743198
	1.78032	0.877485	-0.030005	-0.308654	-0.963431	-0.435854	-0.919861
	1.631402	1.094453	0.082394	-0.538965	-0.984568	-0.798575	-0.486141
	1.718428	1.065119	-0.230799	-0.237676	-0.81826	-0.667793	-0.829019
	1.757145	0.562605	0.571445	-0.398062	-0.989188	-0.724619	-0.779325
	1.18624	1.064252	0.339788	-1.459169	-0.439543	0.280012	-0.97158
	1.427237	1.062406	0.499242	-0.317107	-0.858773	-0.679009	-1.133995
	1.328591	1.34556	0.296041	-0.431405	-0.809367	-0.869069	-0.860352
	1.831386	0.930182	-0.188346	-0.579451	-0.858083	-0.44879	-0.686898
	1.378561	0.983845	0.538724	-1.08514	-1.170937	-0.528351	-0.116701
	1.716621	0.942599	0.019699	-0.614258	-1.117614	-0.261971	-0.685076
	1.540562	0.821558	0.683688	-0.455691	-0.891899	-0.989058	-0.70916
	1.387421	0.447537	0.796276	0.162937	-0.300947	-1.158534	-1.33469
	1.732317	0.941925	0.108812	-0.457319	-0.941794	-0.539894	-0.844047
	1.397927	0.643722	1.071219	-0.564298	-0.858294	-0.833028	-0.857248
	1.501198	1.008783	0.456284	-0.326127	-0.655796	-1.079716	-0.904627
	1.631923	0.940147	0.413514	-0.623678	-0.821279	-0.644381	-0.896246
	1.346491	0.843169	0.933015	-0.465386	-0.845194	-0.778124	-1.033971
	1.785226	0.773086	0.313955	-0.560169	-0.659814	-0.862006	-0.790279
	1.358178	1.318224	0.277018	-0.392435	-0.834544	-0.855153	-0.871289
	0.591979	1.3178	1.161581	-0.547733	-0.775406	-1.133232	-0.61499
	1.483769	0.961145	0.622037	-0.456889	-0.941122	-0.817755	-0.851186
	1.053334	1.281431	0.644814	-1.087904	-1.103714	-0.639415	-0.148545
	1.627853	1.051547	0.227128	-0.643359	-0.890941	-0.833704	-0.538524
	0.648566	1.018339	1.074396	0.131487	-0.412349	-0.935415	-1.525024
	1.347085	0.851825	0.850556	-0.928459	-1.202013	-0.519345	-0.399649
	1.084295	1.461114	0.337839	-0.253588	-0.61289	-0.782889	-1.23388
	1.786969	0.738473	0.314861	-0.686419	-0.962904	-0.430128	-0.760853
	1.615484	0.626139	0.805802	-0.799353	-0.841473	-0.782484	-0.624115
	1.583023	0.390606	0.921456	-0.21202	-0.945426	-0.720652	-1.016987
	1.269916	1.471706	0.077169	-0.319606	-0.773893	-0.976804	-0.748489
	-0.717562	1.311242	1.4442	0.18319	-0.727312	-0.716574	-0.777183
	1.290087	0.956772	0.902726	-0.507395	-0.778844	-0.880329	-0.983016
	0.834109	1.326271	0.99579	-0.906389	-0.863439	-0.806368	-0.579975
	1.82774	0.837863	-0.053432	-0.262738	-0.834556	-0.613293	-0.901584
	0.898904	1.760627	0.124697	-0.387231	-0.814311	-0.865895	-0.716791
	1.707606	0.640109	0.415701	-1.269493	-0.191857	-0.703111	-0.598955
	-0.786331	1.132637	1.617144	-0.070924	-0.213759	-0.94849	-0.730277
	1.366025	1.063504	0.688184	-0.526248	-0.959716	-0.820417	-0.811332
