2.0534,0.32719,-1.028,-0.67461,-0.24244,-0.14265
1.7055,0.20003,0.15696,-1.0997,-1.3046,0.33957
1.9566,-0.65056,0.64208,-0.47996,-0.71125,-0.77451
1.9693,0.73446,-0.24305,-0.56252,-0.6066,-0.59653
1.9335,0.075266,0.60589,-0.34521,-0.94142,-0.6372
1.8846,0.52057,-0.21284,0.26693,-0.6729,-0.81487
1.8835,0.05538,0.57522,-0.21387,-1.1673,-0.38137
2.1696,0.13822,-0.086002,-0.50839,-0.62564,-0.43272
1.7816,0.62732,0.034375,-1.1821,-0.92825,-0.40808
1.854,0.77155,-0.71413,-1.0452,-0.36267,-0.020975
1.7981,0.26404,0.61563,-0.056168,-0.97495,-0.7574
1.8838,-0.22973,0.72278,-0.75952,-1.0701,-0.22718
1.8456,-0.09403,0.54503,0.18334,-0.53589,-0.77502
1.9792,0.70268,-0.53622,-0.36759,-0.36889,-0.56824
1.9666,0.57333,0.058621,-0.56732,-0.93519,-0.58821
2.0389,-0.15031,0.53532,-0.77287,-0.68462,-0.4675
2.034,0.25302,0.029037,-0.42096,-0.58792,-0.1949
1.8738,0.013653,0.4908,-0.093702,-1.2511,-0.78108
2.0745,-0.086069,0.26487,-0.59874,-0.78917,-0.79529
2.0306,0.051723,0.41692,-0.8879,-0.42479,-0.71009
1.4862,0.35119,0.38731,-1.1117,-0.67578,-1.1486
2.1839,-0.057249,-0.020653,-0.46446,-0.81932,-0.44191
1.8906,0.082802,0.59976,-0.74264,-0.95376,-0.76501
1.903,0.83149,-0.38357,-0.74769,-0.36623,-0.8206
1.8295,0.7815,-0.51455,-1.212,-0.47141,-0.22641
1.7607,0.065836,0.87283,-0.41427,-0.76574,-1.0926
1.6297,-0.675,0.79527,0.40408,-0.15326,-0.81641
2.1811,-0.16749,-0.47326,-0.75511,-0.61231,0.037624
1.9309,-0.22287,0.25322,-0.54792,-1.102,-0.70104
1.832,0.56052,0.13004,-1.0912,-1.0125,-0.27671
2.0025,0.13356,0.40076,-0.97683,-0.66803,-0.36379
1.9988,0.19527,0.2363,-0.17838,-0.56991,-0.57666
2.2342,-0.30219,-0.34572,-0.29573,-0.74712,-0.31661
2.0105,0.51501,-0.097573,-0.31668,-0.84673,-0.8142
2.0469,0.028482,-0.064348,-0.80641,-1.018,-0.31833
2.0535,0.17161,0.021534,-0.34952,-0.6353,-0.16648
1.8686,0.33821,0.18631,-1.1663,-0.80326,-0.57516
2.1454,-0.27946,0.0763,-0.66766,-0.87633,-0.29958
2.046,0.18499,0.14722,-0.2853,-0.82097,-0.32459
1.945,0.63409,-0.023999,-0.3998,-0.53135,-0.64795
1.9664,0.19315,0.52646,-0.62612,-0.70643,-0.59921
1.8844,0.55851,0.25592,-0.34397,-0.72368,-0.5929
1.9647,0.18063,0.38356,-0.14916,-0.8855,-0.88364
2.0584,-0.19119,-0.21529,0.30593,-0.19902,-0.87757
1.9903,-0.074262,0.61584,-0.45098,-0.62419,-0.73756
2.0803,-0.14067,-0.41726,0.36838,-0.41782,-0.53191
1.9551,0.49278,0.15784,-0.50772,-1.0387,-0.45247
2.2384,-0.26558,-0.1393,-0.58889,-0.57023,-0.33187
2.1144,-0.062418,0.19332,-0.33096,-0.77513,-0.31574
1.9874,-0.21909,0.41096,-0.60506,-1.1397,-0.40949
1.8947,-0.49706,0.010273,0.63779,-0.19132,-0.92995
2.149,-0.29014,0.029618,-0.90565,-0.58786,-0.36016
2.0453,-0.199,-0.30542,0.46377,-0.70986,-0.8989
1.9046,0.413,0.40094,-0.67273,-1.0409,-0.51445
0.88617,1.6869,0.2705,-0.30079,-1.0303,-0.76925
1.7803,0.87748,-0.030005,-0.30865,-0.96343,-0.43585
1.6314,1.0945,0.082394,-0.53897,-0.98457,-0.79858
1.7184,1.0651,-0.2308,-0.23768,-0.81826,-0.66779
1.7571,0.56261,0.57144,-0.39806,-0.98919,-0.72462
1.1862,1.0643,0.33979,-1.4592,-0.43954,0.28001
1.4272,1.0624,0.49924,-0.31711,-0.85877,-0.67901
1.3286,1.3456,0.29604,-0.4314,-0.80937,-0.86907
1.8314,0.93018,-0.18835,-0.57945,-0.85808,-0.44879
1.3786,0.98384,0.53872,-1.0851,-1.1709,-0.52835
1.7166,0.9426,0.019699,-0.61426,-1.1176,-0.26197
1.5406,0.82156,0.68369,-0.45569,-0.8919,-0.98906
1.3874,0.44754,0.79628,0.16294,-0.30095,-1.1585
1.7323,0.94193,0.10881,-0.45732,-0.94179,-0.53989
1.3979,0.64372,1.0712,-0.5643,-0.85829,-0.83303
1.5012,1.0088,0.45628,-0.32613,-0.6558,-1.0797
1.6319,0.94015,0.41351,-0.62368,-0.82128,-0.64438
1.3465,0.84317,0.93302,-0.46539,-0.84519,-0.77812
1.7852,0.77309,0.31395,-0.56017,-0.65981,-0.86201
1.3582,1.3182,0.27702,-0.39243,-0.83454,-0.85515
0.59198,1.3178,1.1616,-0.54773,-0.77541,-1.1332
1.4838,0.96115,0.62204,-0.45689,-0.94112,-0.81776
1.0533,1.2814,0.64481,-1.0879,-1.1037,-0.63941
1.6279,1.0515,0.22713,-0.64336,-0.89094,-0.8337
0.64857,1.0183,1.0744,0.13149,-0.41235,-0.93542
1.3471,0.85183,0.85056,-0.92846,-1.202,-0.51934
1.0843,1.4611,0.33784,-0.25359,-0.61289,-0.78289
1.787,0.73847,0.31486,-0.68642,-0.9629,-0.43013
1.6155,0.62614,0.8058,-0.79935,-0.84147,-0.78248
1.583,0.39061,0.92146,-0.21202,-0.94543,-0.72065
1.2699,1.4717,0.077169,-0.31961,-0.77389,-0.9768
-0.71756,1.3112,1.4442,0.18319,-0.72731,-0.71657
1.2901,0.95677,0.90273,-0.5074,-0.77884,-0.88033
0.83411,1.3263,0.99579,-0.90639,-0.86344,-0.80637
1.8277,0.83786,-0.053432,-0.26274,-0.83456,-0.61329
0.8989,1.7606,0.1247,-0.38723,-0.81431,-0.86589
1.7076,0.64011,0.4157,-1.2695,-0.19186,-0.70311
1.366,1.0635,0.68818,-0.52625,-0.95972,-0.82042
1.6144,0.99637,0.36428,-0.58583,-0.89198,-0.8141
1.8145,-0.32953,-0.47918,-0.87703,-0.91596,-0.081485
1.9959,-0.37514,-0.26375,-1.0953,-0.68104,0.044522
2.0814,-0.22121,-0.25034,-0.34487,-1.0977,-0.41393
2.121,-0.44428,-0.23897,-0.23089,-0.84573,-0.63496
1.7094,-0.033729,-0.044049,-0.87161,-1.3095,-0.19931
1.7565,-0.18665,-0.38859,-1.0572,-0.96124,0.008242
1.8269,-0.17089,-0.54278,-0.9494,-0.86761,-0.11544
1.6582,-0.35149,-0.31436,-0.8423,-1.1318,-0.03614
1.6474,-0.15419,-0.77023,-0.81747,-1.021,0.14786
1.7282,-0.23972,-0.43993,-1.0115,-0.94207,-0.017557
1.7801,-0.22868,-0.63547,-0.80128,-0.9181,-0.13095
1.7918,-0.2114,-0.49446,-1.0684,-0.80153,-0.0603
1.6947,0.59008,-1.0564,-0.64629,-1.0408,0.059378
1.7688,0.25599,-0.12305,-0.63803,-1.0179,-0.93449
1.901,-0.18525,-0.40653,-0.78586,-1.0379,-0.16661
1.8046,-0.21459,-0.43202,-0.84394,-1.0937,0.003505
1.855,-0.48896,0.36956,-0.64939,-0.99421,-0.6661
1.7072,0.32896,-1.0875,-1.1191,-0.17739,-0.30053
1.6639,-0.2978,-0.40879,-0.9681,-0.9014,-0.18022
1.2048,0.61105,0.33041,-1.6982,-0.86254,-0.2124
1.7255,-0.041491,-0.91518,-0.93844,-0.70279,-0.026492
1.5526,-0.019515,-0.39212,-1.2182,-0.89697,-0.092712
